#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-25T12:52:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d39a547de31	
#INFO	-out.max=unlimited	
#INFO	queryParameters=8	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/AJ/126/1607/table1
#

#RESOURCE=yCat_51261607
#Name: J/AJ/126/1607
#Title: IRAS Revised Bright Galaxy Sample (Sanders+, 2003)
#Table	J_AJ_126_1607_table1:
#Name: J/AJ/126/1607/table1
#Title: IRAS Revised Bright Galaxy Sample: Integrated Flux Densities and Luminosities
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a17)	Common name (1)	[ucd=]
#Column	n_Name	(A1)	indicates complements in table3	[ucd=]
#Column	f_Name	(A1)	Flag on Name (2)	[ucd=]
#Column	IRAS	(a11)	IRAS name (3)	[ucd=]
#Column	f_IRAS	(A1)	Flag on IRAS (4)	[ucd=]
#Column	RAJ2000	(A10)	Hour of right ascension (J2000) (5)	[ucd=]
#Column	DEJ2000	(A9)	Degree of declination (J2000) (5)	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	HR	(A1)	HIRES code (6)	[ucd=]
#Column	l_F12um	(A1)	Limit flag on F12um	[ucd=]
#Column	F12um	(F7.2)	Total 12 micron band flux density	[ucd=]
#Column	u_F12um	(A1)	Confusion uncertainty flag on F12um	[ucd=]
#Column	e_F12um	(I2)	? 1 {sigma} error in F12um [NULL integer written as an empty string]	[ucd=]
#Column	S12um	(A1)	IR size flag on 12um (7)	[ucd=]
#Column	M12um	(A1)	Best flux estimate method flag on 12um (8)	[ucd=]
#Column	C12um	(A1)	Confusion type flag on 12um (9)	[ucd=]
#Column	F25um	(F7.2)	Total 25 micron band flux density	[ucd=]
#Column	u_F25um	(A1)	Confusion uncertainty flag on 25um	[ucd=]
#Column	e_F25um	(I3)	? 1 {sigma} error in F25um [NULL integer written as an empty string]	[ucd=]
#Column	S25um	(A1)	IR size flag on 25um (7)	[ucd=]
#Column	M25um	(A1)	Best flux estimate method flag on 25um (8)	[ucd=]
#Column	C25um	(A1)	Confusion type flag on 25um (9)	[ucd=]
#Column	F60um	(F8.2)	Total 60 micron band flux density	[ucd=]
#Column	u_F60um	(A1)	Confusion uncertainty flag on 60um	[ucd=]
#Column	e_F60um	(I3)	? 1 {sigma} error in F60um [NULL integer written as an empty string]	[ucd=]
#Column	S60um	(A1)	IR size flag on 60um (7)	[ucd=]
#Column	M60um	(A1)	Best flux estimate method flag on 60um (8)	[ucd=]
#Column	C60um	(A1)	Confusion type flag on 60um (9)	[ucd=]
#Column	F100um	(F8.2)	? Total 100 micron band flux density	[ucd=]
#Column	u_F100um	(A1)	Confusion uncertainty flag on 100um	[ucd=]
#Column	e_F100um	(I4)	? 1 {sigma} error in F100um [NULL integer written as an empty string]	[ucd=]
#Column	S100um	(A1)	IR size flag on 100um (7)	[ucd=]
#Column	M100um	(A1)	Best flux estimate method flag on 100um (8)	[ucd=]
#Column	C100um	(A1)	Confusion type flag on 100um (9)	[ucd=]
#Column	cz	(I5)	Heliocentric radial velocity (10)	[ucd=]
#Column	Dist	(F6.2)	Estimated source distance (11)	[ucd=]
#Column	f_Dist	(A1)	Flag on Dist (12)	[ucd=]
#Column	LogIR1	(F5.2)	Log of the 40-400 micron luminosity (13)	[ucd=]
#Column	u_LogIR1	(A1)	Uncertainty flag on LogIR1	[ucd=]
#Column	LogIR2	(F5.2)	Log of the 8-1000 micron luminosity (14)	[ucd=]
#Column	u_LogIR2	(A1)	Uncertainty flag on LogIR2	[ucd=]
#Column	Rank	(I3)	Sequential rank in the luminosity distribution	[ucd=]
#Column	OName	(a35)	Other names (15)	[ucd=]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	Name	n_Name	f_Name	IRAS	f_IRAS	RAJ2000	DEJ2000	GLON	GLAT	HR	l_F12um	F12um	u_F12um	e_F12um	S12um	M12um	C12um	F25um	u_F25um	e_F25um	S25um	M25um	C25um	F60um	u_F60um	e_F60um	S60um	M60um	C60um	F100um	u_F100um	e_F100um	S100um	M100um	C100um	cz	Dist	f_Dist	LogIR1	u_LogIR1	LogIR2	u_LogIR2	Rank	OName	Simbad	NED
179.631250	+43.948333	NGC 4013         	 	1	F11559+4413	 	11 58 31.5	+43 56 54	151.86	 70.09	 	 	   0.54	 	30	R	I	 	   0.77	 	 33	R	I	 	    7.01	 	 37	R	I	 	   24.36	 	 157	M	I	 	  834	 13.76	S	 9.73	 	 9.76	 	574	                                   	Simbad	NED
179.870000	-19.262500	NGC 4027         	 	1	F11569-1859	 	11 59 28.8	-19 15 45	286.36	 41.93	 	 	   0.90	 	24	R	I	 	   1.12	 	 37	M	I	 	   12.24	 	 41	R	I	 	   27.78	 	 139	M	I	 	 1671	 22.84	 	10.26	 	10.36	 	404	ARP022NED02;VV066;VIIIZw158        	Simbad	NED
180.099167	 -1.100833	NGC 4030         	 	1	F11578-0049	 	12 00 23.8	-01 06 03	277.37	 59.21	 	 	   1.35	 	46	R	I	 	   2.30	 	 57	R	Z	 	   18.49	 	 46	R	I	 	   50.92	 	 117	M	I	 	 1427	 24.50	 	10.56	 	10.64	 	312	                                   	Simbad	NED
180.479583	-18.878611	NGC 4038/9       	 	1	F11593-1836	 	12 01 55.1	-18 52 43	286.97	 42.45	*	 	   1.94	 	44	R	I	 	   6.54	 	 31	R	I	 	   45.16	 	 63	R	I	 	   87.09	 	 195	M	I	 	 1563	 21.54	 	10.73	 	10.84	 	248	ARP244;VV245;AntennaeGalaxy        	Simbad	NED
180.553333	+62.135278	NGC 4041         	 	1	F11596+6224	 	12 02 12.8	+62 08 07	132.70	 54.05	 	 	   1.13	 	28	R	I	 	   1.56	 	 20	M	I	 	   14.15	 	 19	M	I	 	   31.74	 	 126	U	T	 	 1243	 22.78	 	10.31	 	10.43	 	382	                                   	Simbad	NED
180.676250	 +1.975833	NGC 4045         	 	1	F12001+0215	 	12 02 42.3	+01 58 33	275.98	 62.27	 	 	   0.27	 	53	R	Z	 	   1.02	 	 67	M	I	 	    6.75	 	 57	U	T	 	   13.69	 	 100	U	T	 	 1981	 30.89	 	10.23	 	10.34	 	414	                                   	Simbad	NED
180.790833	+44.530556	NGC 4051         	 	1	F12006+4448	 	12 03 09.8	+44 31 50	148.88	 70.09	 	 	   1.35	 	32	R	I	 	   2.20	 	 32	R	I	 	   10.53	 	 51	R	I	 	   24.93	 	  63	M	I	 	  728	 13.11	 	 9.72	 	 9.90	 	547	                                   	Simbad	NED
181.347083	+50.352222	NGC 4085         	 	1	F12028+5037	 	12 05 23.3	+50 21 08	140.58	 65.17	 	 	   0.36	 	35	R	I	 	   0.62	 	 27	U	T	 	    5.79	 	 42	M	I	 	   14.80	 	  77	U	T	 	  752	 14.55	 	 9.58	 	 9.66	 	585	                                   	Simbad	NED
181.396250	+50.540000	NGC 4088         	 	1	F12030+5049	 	12 05 35.1	+50 32 24	140.33	 65.01	 	 	   2.06	 	26	R	I	 	   3.45	 	 32	R	I	 	   26.77	 	 33	R	I	 	   61.68	 	 137	R	I	 	  696	 13.37	 	10.13	 	10.25	 	444	ARP018;VV357                       	Simbad	NED
181.500417	+47.480000	NGC 4096         	 	1	F12034+4745	 	12 06 00.1	+47 28 48	143.55	 67.79	 	 	   0.94	 	19	R	Z	 	   0.89	 	 27	R	I	 	    7.46	 	 47	R	I	 	   23.19	 	  76	R	I	 	  523	  9.63	S	 9.40	 	 9.50	 	591	                                   	Simbad	NED
181.533750	+49.584167	NGC 4100         	 	1	F12035+4951	 	12 06 08.1	+49 35 03	141.11	 65.91	 	 	   0.77	 	21	R	I	 	   1.03	 	 27	R	I	 	    9.35	 	 44	R	I	 	   21.94	 	  75	M	I	 	 1074	 17.73	S	 9.93	 	10.04	 	518	                                   	Simbad	NED
181.598333	+52.710000	NGC 4102         	 	1	F12038+5259	 	12 06 23.6	+52 42 36	138.08	 63.07	 	 	   1.77	 	16	R	I	 	   6.83	 	 23	U	T	 	   46.85	 	 57	U	T	 	   70.29	 	 106	U	T	 	  859	 16.89	 	10.47	 	10.61	 	325	                                   	Simbad	NED
181.720833	-31.952222	ESO 440-IG058    	 	2	F12043-3140	 	12 06 53.0	-31 57 08	292.02	 29.97	U	 	   0.20	 	38	U	T	 	   0.76	 	 35	U	T	 	    7.44	 	 46	U	T	 	   12.63	 	 169	U	T	 	 6818	100.48	 	11.27	 	11.36	 	 96	VV835;AM1204-314                   	Simbad	NED
182.047083	 +2.877778	NGC 4123         	 	1	F12056+0309	 	12 08 11.3	+02 52 40	277.98	 63.63	 	 	   0.70	 	41	R	I	 	   1.33	 	 58	U	T	 	    6.47	 	 41	M	I	 	   10.73	 	 122	U	T	 	 1327	 15.29	S	 9.55	 	 9.76	 	572	MRK1466;KPG322B                    	Simbad	NED
182.644167	+39.402500	NGC 4151         	 	N	Z12080+3940	 	12 10 34.6	+39 24 09	155.07	 75.07	 	 	   2.01	 	46	U	T	 	   4.87	 	 29	U	T	 	    6.46	 	 73	U	T	 	    8.88	 	 132	R	Z	 	  995	 18.99	 	 9.70	 	10.20	 	466	KPG324B                            	Simbad	NED
182.767500	+50.484444	NGC 4157         	 	1	F12085+5045	 	12 11 04.2	+50 29 04	138.47	 65.41	 	 	   1.72	 	39	R	I	 	   2.12	 	 28	R	I	 	   17.71	 	 43	R	I	 	   50.67	 	 170	M	I	 	  790	 13.30	S	10.03	 	10.12	 	496	                                   	Simbad	NED
183.131667	+29.166944	NGC 4175         	*	1	F12099+2926	 	12 12 31.6	+29 10 01	197.29	 81.19	S	 	   0.26	 	27	U	T	 	   0.54	 	 38	U	T	 	    5.27	 	 43	U	T	 	   11.55	 	  92	U	T	 	 3973	 59.85	 	10.72	 	10.81	 	256	HCG061C                            	Simbad	NED
183.447083	 +2.809444	IRAS F12112+0305 	 	1	F12112+0305	 	12 13 47.3	+02 48 34	281.00	 64.07	 	<	   0.11	 	  	 	 	 	   0.66	:	 54	U	P	n	    8.18	 	 32	U	T	 	    9.46	 	 123	U	T	 	21788	292.48	 	12.22	 	12.28	:	  6	                                   	Simbad	NED
183.453333	+14.897500	NGC 4192         	 	1	F12112+1510	 	12 13 48.8	+14 53 51	265.44	 74.96	 	 	   1.04	 	27	R	I	 	   1.43	 	 49	R	I	 	    8.14	 	 52	R	I	 	   24.31	 	 134	R	I	 	 -142	 15.29	S	 9.83	 	 9.95	 	538	                                   	Simbad	NED
183.552500	-47.226944	ESO 267-G030     	 	2	F12115-4656	 	12 14 12.6	-47 13 37	296.40	 15.17	S	 	   0.35	:	26	U	T	g	   0.66	:	 21	U	T	g	    5.61	:	 45	U	P	g	   11.06	:	 125	U	P	g	 5543	 88.67	 	11.07	:	11.19	:	141	AM1211-465NE                       	Simbad	NED
183.536250	+54.527778	NGC 4194         	 	1	F12116+5448	 	12 14 08.7	+54 31 40	134.39	 61.76	 	 	   0.99	 	24	M	I	 	   4.51	 	 25	U	T	 	   23.20	 	 35	U	T	 	   25.16	 	 112	U	T	 	 2555	 40.33	 	10.90	 	11.06	 	179	MRK0201;ARP160;VV261;IZw033;Medusa 	Simbad	NED
183.589167	-56.542222	IRAS 12116-5615  	 	2	12116-5615 	 	12 14 21.4	-56 32 32	297.81	  5.96	 	 	   0.35	 	26	U	T	 	   1.12	 	 25	U	T	 	    9.78	 	103	U	T	 	   12.95	 	 505	U	T	 	 8125	115.68	 	11.47	 	11.59	 	 60	                                   	Simbad	NED
183.684167	-35.508611	ESO 380-G001     	 	2	F12121-3513	 	12 14 44.2	-35 30 31	294.57	 26.77	 	 	   0.38	 	23	U	T	 	   1.92	 	 37	U	T	 	   11.48	 	 46	U	T	 	   18.81	 	  79	U	T	 	 2688	 30.92	 	10.41	 	10.54	 	346	AM1212-351NED01                    	Simbad	NED
183.897500	+13.908611	NGC 4212         	 	1	12130+1411 	 	12 15 35.4	+13 54 31	268.83	 74.36	 	 	   0.82	 	30	R	I	 	   1.00	 	 41	R	I	 	    6.60	 	 36	R	I	 	   16.94	 	 110	U	T	 	  -81	 15.29	V	 9.68	 	 9.82	 	560	                                   	Simbad	NED
183.916667	+36.322778	NGC 4214         	 	1	12131+3636 	 	12 15 40.0	+36 19 22	160.26	 78.08	 	 	   0.58	 	44	M	I	 	   2.46	 	 39	R	I	 	   17.57	 	 91	R	I	 	   29.08	 	 108	M	I	 	  291	  3.67	 	 8.74	 	 8.86	 	618	                                   	Simbad	NED
183.959583	+47.091667	NGC 4217         	 	N	F12133+4722	 	12 15 50.3	+47 05 30	139.90	 68.85	 	 	   1.26	 	29	R	I	 	   1.50	 	 30	R	I	 	   11.60	 	 61	R	I	 	   41.19	 	 140	M	I	 	 1028	 17.13	S	10.15	 	10.20	 	463	                                   	Simbad	NED
184.112917	-43.323889	NGC 4219         	 	2	F12138-4302	 	12 16 27.1	-43 19 26	296.21	 19.09	 	 	   0.93	 	31	R	I	 	   1.91	 	 30	R	I	 	   14.08	 	 49	R	I	 	   36.78	 	 229	M	I	 	 1985	 22.58	 	10.35	 	10.44	 	379	AM1213-430                         	Simbad	NED
184.712500	+14.413889	NGC 4254         	 	1	F12163+1441	 	12 18 51.0	+14 24 50	270.46	 75.19	 	 	   3.67	 	45	R	I	 	   4.38	 	 45	R	I	 	   37.46	 	 80	R	I	 	   91.86	 	 149	R	I	 	 2403	 15.29	V	10.42	 	10.54	 	348	                                   	Simbad	NED
184.984583	 +5.342778	NGC 4273         	 	1	F12173+0537	 	12 19 56.3	+05 20 34	282.53	 66.96	S	 	   0.77	 	33	R	I	 	   1.65	 	 71	R	I	 	    9.38	 	 59	M	I	 	   21.76	 	 126	U	T	 	 2400	 15.29	V	 9.80	 	 9.93	 	541	                                   	Simbad	NED
185.398750	+14.601944	NGC 4298         	 	1	F12190+1452	 	12 21 35.7	+14 36 07	272.41	 75.67	 	 	   0.92	 	41	R	I	 	   1.11	 	 39	R	I	 	    7.02	 	 34	R	I	 	   25.77	 	  82	M	I	 	 1141	 15.29	V	 9.85	 	 9.91	 	545	KPG332A                            	Simbad	NED
185.480833	 +4.473333	NGC 4303         	 	1	F12193+0445	 	12 21 55.4	+04 28 24	284.38	 66.28	 	 	   3.28	 	50	R	I	 	   4.90	 	 51	R	I	 	   37.27	 	 73	R	I	 	   78.74	 	  88	R	I	 	 1570	 15.29	V	10.37	 	10.51	 	356	                                   	Simbad	NED
185.560833	-33.487778	NGC 4304         	 	2	F12196-3312	 	12 22 14.6	-33 29 16	295.97	 28.99	 	 	   0.51	 	29	R	I	 	   0.91	 	 35	U	T	 	    6.77	 	 41	R	I	 	   11.35	 	 152	U	T	 	 2631	 30.52	 	10.17	 	10.33	 	417	                                   	Simbad	NED
185.724583	+15.822778	NGC 4321         	 	1	F12203+1605	 	12 22 53.9	+15 49 22	271.12	 76.90	 	 	   2.52	 	26	R	I	 	   3.10	 	 53	R	I	 	   26.00	 	 50	R	I	 	   68.37	 	 101	R	I	 	 1571	 15.20	P	10.28	 	10.39	 	394	                                   	Simbad	NED
185.692917	+65.845556	NGC 4332         	 	1	F12204+6607	 	12 22 46.3	+65 50 44	127.59	 51.02	 	 	   0.27	 	22	U	T	 	   0.98	 	 23	M	I	 	    7.25	 	 36	U	T	 	   13.01	 	 117	U	T	 	 2843	 43.50	 	10.53	 	10.64	 	313	                                   	Simbad	NED
186.148750	+39.383889	NGC 4369         	 	1	F12221+3939	 	12 24 35.7	+39 23 02	145.75	 76.53	 	 	   0.28	 	23	U	T	 	   0.69	 	 36	U	T	 	    5.75	 	 24	U	T	 	   11.28	 	 136	U	T	 	 1045	 20.21	 	 9.78	 	 9.89	 	549	MRK0439                            	Simbad	NED
186.261667	 -6.678889	IRAS F12224-0624 	 	1	F12224-0624	 	12 25 02.8	-06 40 44	291.28	 55.59	 	<	   0.11	 	  	 	 	 	   0.20	 	 44	U	T	 	    5.99	 	 44	U	T	 	    8.13	 	 139	U	T	 	 7902	112.70	 	11.23	 	11.27	:	123	                                   	Simbad	NED
186.358333	+16.467778	NGC 4383         	 	1	F12229+1644	 	12 25 26.0	+16 28 04	272.14	 77.76	 	 	   0.29	 	29	U	T	 	   1.08	 	 55	U	T	 	    8.36	 	 25	U	T	 	   12.43	 	 118	U	T	 	 1710	 15.29	V	 9.64	 	 9.76	 	573	MRK0769                            	Simbad	NED
186.441250	+12.663889	NGC 4388         	 	1	F12232+1256	 	12 25 45.9	+12 39 50	279.11	 74.34	 	 	   1.01	 	28	U	T	 	   3.57	 	 52	U	T	 	   10.27	 	 27	U	T	 	   17.15	 	 155	U	T	 	 2524	 15.29	V	 9.75	 	10.00	 	527	                                   	Simbad	NED
186.532083	+13.113056	NGC 4402         	 	1	F12235+1323	 	12 26 07.7	+13 06 47	278.79	 74.79	 	 	   0.74	 	43	R	I	 	   0.66	 	 45	R	I	 	    5.54	 	 36	M	I	 	   17.53	 	 123	U	T	 	  237	 15.29	V	 9.68	 	 9.78	 	571	                                   	Simbad	NED
186.612083	+31.223333	NGC 4414         	 	1	F12239+3130	 	12 26 26.9	+31 13 24	174.54	 83.18	 	 	   2.78	 	43	R	I	 	   3.61	 	 44	R	I	 	   29.55	 	 80	R	I	 	   70.69	 	  72	U	T	 	  720	 17.68	P	10.43	 	10.56	 	340	                                   	Simbad	NED
186.727917	 -0.878333	NGC 4418         	 	1	F12243-0036	 	12 26 54.7	-00 52 42	290.05	 61.38	 	 	   0.99	 	35	U	T	 	   9.67	 	 84	U	T	 	   43.89	 	 80	U	T	 	   31.94	 	 122	U	T	 	 2104	 31.90	 	11.00	 	11.08	 	164	KPG337A                            	Simbad	NED
186.729583	+15.049722	NGC 4419         	 	1	F12244+1519	 	12 26 55.1	+15 02 59	276.42	 76.64	 	 	   0.67	 	27	R	I	 	   1.88	 	 51	R	Z	 	    7.58	 	 31	U	T	 	   16.18	 	 151	U	T	 	 -261	 15.29	V	 9.68	 	 9.86	 	553	                                   	Simbad	NED
186.906250	 -8.276389	NGC 4433         	 	1	F12250-0800	 	12 27 37.5	-08 16 35	292.84	 54.13	 	 	   0.63	 	38	U	T	 	   1.52	 	 73	U	T	 	   13.35	 	 59	U	T	 	   23.83	 	 193	U	T	 	 2913	 41.68	 	10.76	 	10.87	 	243	                                   	Simbad	NED
187.645417	+41.646389	NGC 4490         	 	1	F12281+4155	 	12 30 34.9	+41 38 47	138.01	 74.87	S	 	   1.82	 	25	R	I	 	   4.92	 	 43	R	I	 	   46.92	 	 63	R	I	 	   88.61	 	 211	M	I	 	  641	 10.48	 	10.11	 	10.21	 	459	ARP269NED02;VV030a;KPG341B         	Simbad	NED
187.990000	+14.422222	NGC 4501         	 	1	F12294+1441	 	12 31 57.6	+14 25 20	282.30	 76.51	 	 	   2.29	 	27	R	I	 	   2.98	 	 73	R	I	 	   19.68	 	 93	R	I	 	   62.97	 	 145	M	I	 	 2284	 15.29	V	10.24	 	10.33	 	418	                                   	Simbad	NED
188.185417	 +0.115833	NGC 4437         	 	N	F12301+0023	R	12 32 44.5	+00 06 57	292.73	 62.62	 	 	   0.80	 	36	R	I	 	   1.04	 	 86	R	I	 	    7.87	 	 66	R	Z	 	   21.41	 	 139	R	I	 	 1121	 16.38	 	 9.84	 	 9.94	 	539	KPG344B                            	Simbad	NED
188.511250	 +7.699167	NGC 4526         	 	1	F12315+0758	 	12 34 02.7	+07 41 57	290.16	 70.14	 	 	   0.35	 	38	U	T	 	   0.49	 	 59	U	T	 	    5.86	 	 37	U	T	 	   16.03	 	  96	U	T	 	  448	 15.29	V	 9.65	 	 9.71	 	581	                                   	Simbad	NED
188.541250	 +2.651111	NGC 4527         	 	1	F12315+0255	 	12 34 09.9	+02 39 04	292.61	 65.18	 	 	   2.65	 	37	R	I	 	   3.55	 	 62	R	I	 	   31.40	 	 53	R	I	 	   65.68	 	 140	M	I	 	 1771	 15.29	V	10.29	 	10.42	 	385	                                   	Simbad	NED
188.577500	 +6.469722	NGC 4532         	 	1	F12317+0644	 	12 34 18.6	+06 28 11	291.02	 68.94	 	 	   0.28	 	34	R	I	 	   0.73	 	 65	R	Z	 	    9.21	 	 52	M	I	 	   15.14	 	 143	U	T	 	 2007	 15.29	V	 9.70	 	 9.79	 	568	                                   	Simbad	NED
188.582917	 +8.197778	NGC 4535         	 	1	F12317+0828	 	12 34 19.9	+08 11 52	290.07	 70.64	 	 	   1.04	 	33	R	I	 	   1.34	 	 42	R	I	 	   11.45	 	 47	R	I	 	   32.52	 	 138	R	I	 	 1957	 15.77	P	 9.98	 	10.07	 	510	                                   	Simbad	NED
188.618750	 +2.185556	NGC 4536         	 	1	F12319+0227	 	12 34 28.5	+02 11 08	292.96	 64.73	 	 	   1.55	 	34	M	I	 	   4.04	 	 60	M	I	 	   30.26	 	 42	U	T	 	   44.51	 	 141	U	T	 	 1802	 14.92	P	10.17	 	10.32	 	423	                                   	Simbad	NED
188.987500	+27.960278	NGC 4559         	 	1	F12334+2814	 	12 35 57.0	+27 57 37	198.42	 86.47	 	 	   0.87	 	23	R	I	 	   1.03	 	 30	R	I	 	   10.23	 	 44	R	I	 	   25.41	 	  74	R	I	 	  816	  9.69	 	 9.46	 	 9.56	 	588	                                   	Simbad	NED
189.087500	+25.987778	NGC 4565         	 	1	F12338+2615	 	12 36 21.0	+25 59 16	230.76	 86.44	 	 	   1.36	 	30	R	I	 	   1.36	 	 33	R	I	 	    7.79	 	 39	R	I	 	   34.62	 	 112	M	I	 	 1282	  9.99	S	 9.61	 	 9.66	 	586	                                   	Simbad	NED
189.140417	+11.242222	NGC 4568/7       	*	1	F12340+1131	 	12 36 33.7	+11 14 32	289.80	 73.73	*	 	   1.99	 	30	R	I	 	   2.64	 	 51	R	I	 	   20.81	 	 54	R	I	 	   56.80	 	 140	M	I	 	 2262	 15.29	V	10.20	 	10.30	 	425	VV219;KPG347;SiameseTwins          	Simbad	NED
189.211667	+13.161944	NGC 4569         	 	1	F12343+1326	 	12 36 50.8	+13 09 43	288.48	 75.62	 	 	   1.27	 	43	R	I	 	   2.06	 	 70	R	Z	 	    9.80	 	 65	R	I	 	   26.56	 	 173	M	I	 	 -235	 15.29	V	 9.87	 	10.02	 	521	ARP076                             	Simbad	NED
189.467083	-40.538889	NGC 4575         	 	2	F12351-4015	 	12 37 52.1	-40 32 20	300.15	 22.26	 	 	   0.46	 	54	U	T	 	   0.85	 	 31	U	T	 	    7.74	 	 46	U	T	 	   16.31	 	 404	U	T	 	 2973	 58.21	G	10.85	 	10.96	 	210	                                   	Simbad	NED
189.427500	+11.820000	NGC 4579         	 	1	F12351+1205	 	12 37 42.6	+11 49 12	290.38	 74.36	 	 	   1.12	 	40	R	I	 	   0.78	 	 47	R	I	 	    5.93	 	 54	R	I	 	   21.39	 	 243	M	I	 	 1519	 15.29	V	 9.76	 	 9.87	 	552	                                   	Simbad	NED
190.003750	+61.607778	NGC 4605         	 	1	F12378+6152	 	12 40 00.9	+61 36 28	125.33	 55.47	 	 	   0.97	 	18	R	Z	 	   1.25	 	 18	R	I	 	   14.39	 	 34	R	I	 	   30.55	 	 127	U	T	 	  117	  3.90	 	 8.77	 	 8.87	 	617	                                   	Simbad	NED
190.214583	-36.753611	IC 3639          	 	2	F12381-3628	 	12 40 51.5	-36 45 13	300.57	 26.07	S	 	   0.72	:	33	M	I	g	   2.54	:	 44	M	I	g	    8.90	:	 41	R	I	g	   13.79	:	 180	M	I	g	 3275	 34.82	 	10.39	:	10.62	:	321	AM1238-362NED02                    	Simbad	NED
190.529583	+32.542500	NGC 4631         	 	1	F12396+3249	R	12 42 07.1	+32 32 33	142.83	 84.22	S	 	   5.16	 	39	R	I	 	   8.97	 	 46	R	Z	 	   85.40	 	 62	R	Z	 	  160.08	 	 260	R	I	 	  630	  7.73	 	10.10	 	10.22	 	453	ARP281NED02;KPG350A                	Simbad	NED
190.883750	+11.583056	NGC 4647         	 	1	F12410+1151	 	12 43 32.1	+11 34 59	295.74	 74.34	S	 	   0.99	 	48	R	I	 	   0.76	 	 49	R	I	 	    5.77	 	 36	R	I	 	   16.59	 	  88	U	T	 	 1415	 15.29	V	 9.66	 	 9.81	 	563	ARP116NED01;VV206b;KPG353A         	Simbad	NED
190.925417	+16.393889	NGC 4651         	 	1	F12412+1640	 	12 43 42.1	+16 23 38	293.06	 79.12	 	 	   0.47	 	41	U	T	 	   0.66	 	 40	R	I	 	    5.60	 	 31	R	I	 	   15.56	 	  90	U	T	 	  805	 15.29	V	 9.64	 	 9.72	 	580	ARP189;VV056                       	Simbad	NED
190.985833	+13.127500	NGC 4654         	 	1	F12414+1324	 	12 43 56.6	+13 07 39	295.43	 75.89	 	 	   1.01	 	47	M	I	 	   1.73	 	 38	R	I	 	   13.39	 	 34	R	I	 	   37.77	 	 135	U	T	 	 1037	 15.29	V	10.02	 	10.10	 	500	                                   	Simbad	NED
190.979167	+32.174444	NGC 4656         	 	1	F12415+3227	 	12 43 55.0	+32 10 28	140.42	 84.70	 	 	   0.06	 	29	M	I	 	   0.49	 	 30	R	I	 	    6.50	 	 76	R	Z	 	   10.70	 	 116	R	Z	 	  614	  7.38	 	 8.91	 	 8.98	 	616	KPG350B                            	Simbad	NED
191.282083	 -0.461389	NGC 4666         	 	1	F12425-0011	 	12 45 07.7	-00 27 41	299.53	 62.37	 	 	   3.34	 	52	R	I	 	   3.89	 	 51	R	I	 	   37.11	 	 72	R	I	 	   85.95	 	 158	M	I	 	 1495	 12.82	S	10.24	 	10.36	 	403	                                   	Simbad	NED
192.056250	 -3.333056	NGC 4691         	 	1	F12456-0303	 	12 48 13.5	-03 19 59	301.35	 59.53	 	 	   0.80	 	31	M	I	 	   3.10	 	103	 	R	I	   14.32	 	 50	U	T	 	   22.65	 	 106	U	T	 	 1124	 20.65	S	10.14	 	10.32	 	422	                                   	Simbad	NED
192.258333	 -8.664444	NGC 4699         	 	1	F12464-0823	 	12 49 02.0	-08 39 52	301.92	 54.20	 	 	   0.76	 	32	R	I	 	   0.54	 	 62	R	I	 	    6.11	 	 57	R	I	 	   19.95	 	  92	M	I	 	 1394	 21.71	 	10.04	 	10.12	 	497	                                   	Simbad	NED
192.410417	+15.166389	NGC 4710         	 	1	F12471+1526	 	12 49 38.5	+15 09 59	300.84	 78.03	 	 	   0.42	 	38	R	I	 	   0.54	 	 38	U	T	 	    5.89	 	 46	M	I	 	   13.21	 	 211	U	T	 	 1125	 15.29	V	 9.58	 	 9.69	 	583	                                   	Simbad	NED
192.720417	+41.120833	NGC 4736         	 	1	12485+4123 	 	12 50 52.9	+41 07 15	123.36	 76.01	 	 	   5.07	 	56	R	I	 	   6.11	 	 40	R	I	 	   71.54	 	 85	R	I	 	  120.69	 	 199	M	I	 	  323	  4.83	 	 9.59	 	 9.73	 	579	                                   	Simbad	NED
